id,title,include_status,screening_rationale,decision,reason
P953,Analysis of Excessive Mobile Phone Use on Behavioral Changes and Sleep Patterns of Elementary School Students: A Systematic Literature Review,EXCLUDE,EC-PED: Pediatric population (elementary school students),Exclusion,EC-PED: Pediatric population (elementary school students)
P965,Meta-analysis of diagnostic test accuracy of pediatric sleep questionnaire and the OSA-18 questionnaire in the screening of pediatric obstructive sleep apnea,EXCLUDE,EC-PED: Pediatric population (children),Exclusion,EC-PED: Pediatric population (children)
P971,Mobile Phone Addiction and Sleep Quality Among Children and Adolescents: Unraveling the Health Consequences,EXCLUDE,EC-PED: Pediatric population (children and adolescents),Exclusion,EC-PED: Pediatric population (children and adolescents)
P976,Prevalence and characteristics of obstructive sleep apnea (OSA) comorbid with catathrenia (nocturnal groaning),EXCLUDE,EC-NO-ABS: Missing abstract and title does not clearly indicate smartphone apnea sensing,Exclusion,EC-NO-ABS: Missing abstract and title does not clearly indicate smartphone apnea sensing
P979,Acoustic Properties of Healthy Vs. OSA Patients,EXCLUDE,EC-NO-ABS: Missing abstract and title does not clearly indicate smartphone apnea sensing,Exclusion,EC-NO-ABS: Missing abstract and title does not clearly indicate smartphone apnea sensing
P980,Machine learning-based prediction of sleep apnea and insomnia using objective sleep data from a contactless smartphone application,EXCLUDE,EC-NO-ABS: Missing abstract,Exclusion,EC-NO-ABS: Missing abstract
P983,Association with severity obstructive apnea (OSA) with elevated blood pressure amongst the pediatrics population,EXCLUDE,EC-PED: Pediatric population,Exclusion,EC-PED: Pediatric population
P987,Apnea–Hypopnea Event Detection from 10-Second Sleep Audio Clips: A Machine Learning Model,EXCLUDE,EC-NO-ABS: Missing abstract text.,Exclusion,EC-NO-ABS: Missing abstract text.
P990,O14 Effects of sleep apnoea on driving behaviour can be detected by a phone app,EXCLUDE,EC-NO-ABS: Missing abstract text.,Exclusion,EC-NO-ABS: Missing abstract text.
P992,Can insomnia prevention alleviate problematic mobile phone use in college freshmen? A short-term prospective study at construct and symptom levels,EXCLUDE,EC-CLINIC: Focuses on problematic mobile phone use and insomnia in college students rather than OSA screening.,Exclusion,EC-CLINIC: Focuses on problematic mobile phone use and insomnia in college students rather than OSA screening.
P993,Pathway for bariatric/metabolic surgery candidates with obstructive sleep apnea(OSA) at a private Hospital in Brazil,EXCLUDE,EC-NO-ABS: Missing abstract text.,Exclusion,EC-NO-ABS: Missing abstract text.
P996,Self-reported high risk for obstructive sleep apnea (OSA) in agricultural rural areas in Greece,EXCLUDE,"EC-SUR: Screening relies solely on clinical self-reported questionnaires (STOP-Bang, Berlin, ESS).",Exclusion,"EC-SUR: Screening relies solely on clinical self-reported questionnaires (STOP-Bang, Berlin, ESS)."
P002,A Compact and Wireless Wearable System for Sleep Apnea Detection,EXCLUDE,EC-EXT: Requires dedicated external peripheral sensors such as a wearable IMU and PPG sensor.,Exclusion,EC-EXT: Requires dedicated external peripheral sensors such as a wearable IMU and PPG sensor.
P008,Multimodal Sleep Measurement and Alignment Analysis in Outpatients With Major Depressive Episode: Observational Study.,EXCLUDE,EC-BED: Relies on external bed sensors and actigraphy rather than built-in smartphone sensors for OSA AHI estimation.,Exclusion,EC-BED: Relies on external bed sensors and actigraphy rather than built-in smartphone sensors for OSA AHI estimation.
P022,Unobtrusive Perceived Sleep Quality Monitoring in the Wild,EXCLUDE,EC-STAGE: Focuses on general perceived sleep quality prediction rather than OSA detection or AHI estimation.,Exclusion,EC-STAGE: Focuses on general perceived sleep quality prediction rather than OSA detection or AHI estimation.
P024,My Pillow Knows My Sleep: Sleep Monitoring with Computational Fabrics in the Pillowcase,EXCLUDE,EC-BED: Utilizes specialized fabric-based monitoring integrated into a pillowcase rather than standard smartphone sensors placed on a mattress.,Exclusion,EC-BED: Utilizes specialized fabric-based monitoring integrated into a pillowcase rather than standard smartphone sensors placed on a mattress.
P030,From Anthropometry to Craniofacial Proxies: Machine Learning for Obstructive Sleep Apnea Detection in Children,EXCLUDE,EC-PED: Study specifically focuses on a pediatric population (children).,Exclusion,EC-PED: Study specifically focuses on a pediatric population (children).
P038,MobiChem: A Ubiquitous Smartphone-Based Toolkit for Practical Fruit Monitoring and Analysis,EXCLUDE,EC-N: Focuses on fruit monitoring (maturity and chemical composition) rather than human sleep apnea screening.,Exclusion,EC-N: Focuses on fruit monitoring (maturity and chemical composition) rather than human sleep apnea screening.
P039,"Ubiquitous Acoustic Intelligence: Toward Intuitive, Resilient, and Secure Mobile Sensing Systems",EXCLUDE,EC-N: Vision/overview paper lacking specific experimental methodology or clinical sleep apnea evaluation.,Exclusion,EC-N: Vision/overview paper lacking specific experimental methodology or clinical sleep apnea evaluation.
P041,Demo: Smartphone Camera-aided RIS Beam Selection,EXCLUDE,EC-N: Focuses on wireless communications (RIS beam selection) rather than medical sleep apnea screening.,Exclusion,EC-N: Focuses on wireless communications (RIS beam selection) rather than medical sleep apnea screening.
P043,From Hearing to Feeling:Unlocking Through-Skin Acoustic Sensing on Smartphones,EXCLUDE,EC-N: Review or introductory perspective article discussing acoustic sensing capabilities without reporting a specific clinical screening study.,Exclusion,EC-N: Review or introductory perspective article discussing acoustic sensing capabilities without reporting a specific clinical screening study.
P049,Backscatter Meets Audio: A Step Toward RF Computing,EXCLUDE,EC-N: Focuses on backscatter communication and RF computing rather than sleep apnea screening.,Exclusion,EC-N: Focuses on backscatter communication and RF computing rather than sleep apnea screening.
P054,Research on the Interface Design of Mobile Application APP Based on Mobile Portal,EXCLUDE,EC-N: Focuses on mobile application interface and portal design rather than health monitoring.,Exclusion,EC-N: Focuses on mobile application interface and portal design rather than health monitoring.
P065,A Smartphone to the Rescue: Detecting Counterfeit Powdered Food Products,EXCLUDE,EC-N: Does not evaluate Obstructive Sleep Apnea or smartphone sensor-based breathing/snore detection; focuses on counterfeit powdered food products.,Exclusion,EC-N: Does not evaluate Obstructive Sleep Apnea or smartphone sensor-based breathing/snore detection; focuses on counterfeit powdered food products.
P066,AccCall: Enhancing Real-time Phone Call Quality with Smartphone's Built-in Accelerometer,EXCLUDE,"EC-N: Focuses on phone call speech enhancement using built-in accelerometers, not Obstructive Sleep Apnea screening or AHI estimation.",Exclusion,"EC-N: Focuses on phone call speech enhancement using built-in accelerometers, not Obstructive Sleep Apnea screening or AHI estimation."
P073,GlucoSense: Non-Invasive Glucose Monitoring using Mobile Devices,EXCLUDE,EC-N: Focuses on non-invasive glucose monitoring using mobile devices rather than Obstructive Sleep Apnea screening.,Exclusion,EC-N: Focuses on non-invasive glucose monitoring using mobile devices rather than Obstructive Sleep Apnea screening.
P078,WiSleep: Smartphone-driven Sleep Population Monitoring with Unsupervised Learning,EXCLUDE,EC-STAGE: Infers overall sleep duration and sleep/wake times using WiFi event rates rather than detecting sleep apnea events or calculating AHI.,Exclusion,EC-STAGE: Infers overall sleep duration and sleep/wake times using WiFi event rates rather than detecting sleep apnea events or calculating AHI.
P089,Privacy-Aware Ambient Audio Sensing for Healthy Indoor Spaces,EXCLUDE,"EC-N: Focuses on indoor air quality and transmission risk monitoring using ambient audio sensing, not OSA or sleep apnea screening.",Exclusion,"EC-N: Focuses on indoor air quality and transmission risk monitoring using ambient audio sensing, not OSA or sleep apnea screening."
P100,Mindfulness Meditation and Respiration: Accelerometer-based Respiration Rate and Mindfulness Progress Estimation to Enhance App Engagement and Mindfulness Skills,EXCLUDE,EC-STAGE: Focuses on tracking respiration rate and mindfulness progress during meditation rather than detecting sleep apnea or calculating AHI.,Exclusion,EC-STAGE: Focuses on tracking respiration rate and mindfulness progress during meditation rather than detecting sleep apnea or calculating AHI.
P1002,Cognitive outcomes in chronic obstructive pulmonary disease (COPD)/OSA overlap syndrome compared to obstructive sleep apnea (OSA) alone: a systematic review,EXCLUDE,"EC-REV: Systematic review evaluating cognitive outcomes in COPD/OSA overlap syndrome, lacking primary mobile sensor experiments.",Exclusion,"EC-REV: Systematic review evaluating cognitive outcomes in COPD/OSA overlap syndrome, lacking primary mobile sensor experiments."
P1003,The Relationship between Mobile Phone Addiction and Sleep Quality in College Students: Anxiety as a Mediator,EXCLUDE,"EC-SUR: Relies on self-reported questionnaires (Pittsburgh Sleep Quality Index, Mobile Phone Addiction Index) rather than objective mobile sensor screening for OSA.",Exclusion,"EC-SUR: Relies on self-reported questionnaires (Pittsburgh Sleep Quality Index, Mobile Phone Addiction Index) rather than objective mobile sensor screening for OSA."
P1020,Predicting night to night variability (NTNV) in obstructive sleep apnea (OSA) screening in trisomy 21 (T21),EXCLUDE,"EC-PED: Evaluates a pediatric population (children age 1.0-17.3 years with trisomy 21), violating the adult population criteria.",Exclusion,"EC-PED: Evaluates a pediatric population (children age 1.0-17.3 years with trisomy 21), violating the adult population criteria."
P1030,Mobile Data Collection for Depression Analysis: An App Framework for Monitoring Mood and Depression Using Smartphone and Wearable Data,EXCLUDE,EC-SYS: Focuses on mobile app framework usability for depression and general health tracking without performing OSA screening or AHI estimation.,Exclusion,EC-SYS: Focuses on mobile app framework usability for depression and general health tracking without performing OSA screening or AHI estimation.
P1035,Remote monitoring of sleep apnea patients,EXCLUDE,EC-GATE: Relies on dedicated CPAP machine remote monitoring data rather than smartphone-based passive sensors.,Exclusion,EC-GATE: Relies on dedicated CPAP machine remote monitoring data rather than smartphone-based passive sensors.
P1038,Association between obstructive sleep apnea (<scp>OSA</scp>) and <scp>COVID</scp>‐19 severity,EXCLUDE,"EC-CLINIC: Focuses on clinical associations between COVID-19 severity and OSA, lacking any technological sensor-based screening intervention.",Exclusion,"EC-CLINIC: Focuses on clinical associations between COVID-19 severity and OSA, lacking any technological sensor-based screening intervention."
P104,Redesigning Smartphone Permission Managers for User-Centered Privacy Management,EXCLUDE,EC-SYS: Focuses entirely on smartphone permission managers and user-centered privacy interfaces.,Exclusion,EC-SYS: Focuses entirely on smartphone permission managers and user-centered privacy interfaces.
P1048,P53 Obstructive sleep apnea (OSA) in sarcoidosis --- a neglected aspect of the disease,EXCLUDE,EC-SUR: Screening methodology relies solely on clinical questionnaires (STOP-BANG and Epworth Sleepiness Scale) rather than smartphone hardware sensors.,Exclusion,EC-SUR: Screening methodology relies solely on clinical questionnaires (STOP-BANG and Epworth Sleepiness Scale) rather than smartphone hardware sensors.
P1050,"Decision letter for ""The application of a novel contactless sleep monitoring device in the diagnosis of obstructive sleep apnea-hypopnea syndrome""",EXCLUDE,"EC-NO-ABS: The candidate paper lacks an abstract entirely, making it impossible to evaluate methodology and criteria.",Exclusion,"EC-NO-ABS: The candidate paper lacks an abstract entirely, making it impossible to evaluate methodology and criteria."
P1057,"Comparative analysis of cardiac autonomic dysfunction between apnea-predominant and hypopnea-predominant obstructive sleep apnea: a study matched for age, sex, and apnea-hypopnea index",EXCLUDE,EC-BENCH: Conducts analysis on standard hospital retrospective polysomnography and ECG data rather than custom smartphone sensor data collection.,Exclusion,EC-BENCH: Conducts analysis on standard hospital retrospective polysomnography and ECG data rather than custom smartphone sensor data collection.
P106,Application of data mining technology in precision marketing strategy of A mobile phone brand,EXCLUDE,EC-N: Focuses entirely on smartphone marketing data mining strategies rather than sleep apnea detection or clinical sensor signal processing.,Exclusion,EC-N: Focuses entirely on smartphone marketing data mining strategies rather than sleep apnea detection or clinical sensor signal processing.
P1066,What will the impact be of use of tirzepatide in patients with obstructive sleep apnea (OSA)?,EXCLUDE,EC-CLINIC: Focuses on a pharmaceutical clinical trial evaluating the weight loss drug tirzepatide for obstructive sleep apnea.,Exclusion,EC-CLINIC: Focuses on a pharmaceutical clinical trial evaluating the weight loss drug tirzepatide for obstructive sleep apnea.
P1068,OSA SYNDROMES,EXCLUDE,EC-PED: Pediatric population focus.,Exclusion,EC-PED: Pediatric population focus.
P1069,Health Recommender System for Sleep Apnea using Computational Intelligence,EXCLUDE,EC-REV: Review article discussing machine learning and AI for sleep apnea without primary smartphone sensor data collection.,Exclusion,EC-REV: Review article discussing machine learning and AI for sleep apnea without primary smartphone sensor data collection.
P107,A New Self-Supervised Learning Method for Sleep Apnea Detection from Radar Signals,EXCLUDE,EC-EAR-BED: Utilizes radar signals for sleep apnea detection rather than integrated smartphone sensors.,Exclusion,EC-EAR-BED: Utilizes radar signals for sleep apnea detection rather than integrated smartphone sensors.
P1077,Palatal Implants for OSA,EXCLUDE,EC-CLINIC: Focuses on surgical/palatal implant interventions for OSA.,Exclusion,EC-CLINIC: Focuses on surgical/palatal implant interventions for OSA.
P1078,Injection Snoreplasty for OSA,EXCLUDE,EC-CLINIC: Focuses on surgical or clinical snoreplasty procedures for OSA.,Exclusion,EC-CLINIC: Focuses on surgical or clinical snoreplasty procedures for OSA.
P1079,"Mobile Phone Addiction, Work- Study Conflict and Sleep Problems Among Young Adults",EXCLUDE,EC-N: Examines smartphone addiction and behavioral sleep problems via questionnaires rather than algorithm-based OSA detection.,Exclusion,EC-N: Examines smartphone addiction and behavioral sleep problems via questionnaires rather than algorithm-based OSA detection.
P1082,Age over apnea? Rethinking the role of OSA in youth-onset type 2 diabetes,EXCLUDE,EC-NO-ABS: Missing abstract text.,Exclusion,EC-NO-ABS: Missing abstract text.
P1090,Development and validation of a predictive model (CHASE-OSA) for preoperative assessment of moderate-to-severe pediatric obstructive sleep apnea,EXCLUDE,EC-PED: Pediatric population study.,Exclusion,EC-PED: Pediatric population study.
P1093,FECT-OSA: A transformer-enhanced multimodal system for non-contact sleep apnea monitoring,EXCLUDE,EC-BED: Uses piezoelectric physiological signals (PPS) from non-contact/bed mattress sensors.,Exclusion,EC-BED: Uses piezoelectric physiological signals (PPS) from non-contact/bed mattress sensors.
P1094,ApneaWhisper: Transformer-Based Audio Segmentation for Fine-Grained Non-Invasive Sleep Apnea Detection,EXCLUDE,EC-BENCH: Uses PSG-Audio datasets instead of original smartphone collection.,Exclusion,EC-BENCH: Uses PSG-Audio datasets instead of original smartphone collection.
P1098,"High-risk Obstructive sleep apnea (OSA), insomnia, and comorbid OSA (COMISA) increase likelihood of poor functional status in neurological and psychiatric populations",EXCLUDE,"EC-SUR: Relies on clinical questionnaires (STOP, ISI).",Exclusion,"EC-SUR: Relies on clinical questionnaires (STOP, ISI)."
P1100,Alternativas terapeúticas de la apnea obstructiva del sueño (AOS) en adultos,EXCLUDE,EC-REV: Narrative review / survey article.,Exclusion,EC-REV: Narrative review / survey article.
P111,Multimodal EEG-Based Classification of Obstructive and Central Sleep Apnea Using Functional Connectivity and Machine Learning,EXCLUDE,EC-EXT: Uses multi-channel EEG sensor hardware.,Exclusion,EC-EXT: Uses multi-channel EEG sensor hardware.
P112,Mobile Computing for Classical Archaeology: Smartphone LiDAR Modeling of Campanian Features,EXCLUDE,EC1: Focuses on classical archaeology and smartphone LiDAR modeling.,Exclusion,EC1: Focuses on classical archaeology and smartphone LiDAR modeling.
P1120,Effect of tirzepatide treatment on patient-reported outcomes among SURMOUNT-OSA participants with obstructive sleep apnea and obesity,EXCLUDE,EC-CLINIC: Drug clinical trial (tirzepatide) for OSA.,Exclusion,EC-CLINIC: Drug clinical trial (tirzepatide) for OSA.
P1123,"Obesity, OSA, and Management",EXCLUDE,EC-N: Lacks concrete methodology or original software experiments.,Exclusion,EC-N: Lacks concrete methodology or original software experiments.
P1128,Mapping the road to better sleep: forecasting sleep quality using actigraphy-based machine learning hours before bedtime,EXCLUDE,EC-NO-ABS: Lacks abstract text and proper description.,Exclusion,EC-NO-ABS: Lacks abstract text and proper description.
P1138,Lateral Pharyngoplasty in the Treatment of OSA,EXCLUDE,EC-CLINIC: Surgical intervention focus.,Exclusion,EC-CLINIC: Surgical intervention focus.
P1149,"Comment on “cardiovascular risks in non-dipper OSA patients: insights from ABPM, echocardiography, and Holter monitoring”",EXCLUDE,EC-NO-ABS: Missing abstract text.,Exclusion,EC-NO-ABS: Missing abstract text.
P1157,Clinical Use of Actigraphy and Consumer Technology for Assessment of Sleep,EXCLUDE,EC-REV: Literature survey / book chapter.,Exclusion,EC-REV: Literature survey / book chapter.
P116,SpeechCompass: Enhancing Mobile Captioning with Diarization and Directional Guidance via Multi-Microphone Localization,EXCLUDE,EC1: Out of PICO scope (speech diarization and mobile captioning).,Exclusion,EC1: Out of PICO scope (speech diarization and mobile captioning).
P1170,DEFISIENSI VITAMIN D TERHADAP KEJADIAN OBSTRUCTIVE SLEEP APNEA (OSA): TINJAUAN PUSTAKA,EXCLUDE,EC-REV: Literature review (tinjauan pustaka).,Exclusion,EC-REV: Literature review (tinjauan pustaka).
P1178,ASSESSING THYROID FUNCTION IN OBSTRUCTIVE SLEEP APNEA (OSA) PATIENTS: A CORRELATION WITH SLEEP SEVERITY PARAMETERS,EXCLUDE,"EC-CLINIC: Investigates thyroid function association with OSA using standard polysomnography, completely lacking smartphone-based contactless/bedside sensor interventions.",Exclusion,"EC-CLINIC: Investigates thyroid function association with OSA using standard polysomnography, completely lacking smartphone-based contactless/bedside sensor interventions."
P1186,"Does mobile phone use in early adolescence displace enrichment, physical activity, and sleep? A longitudinal examination of the time-displacement hypothesis",EXCLUDE,EC-N: Examines the time-displacement hypothesis of mobile phone use via longitudinal time-use surveys without performing any algorithmic signal processing or sleep diagnostic screening.,Exclusion,EC-N: Examines the time-displacement hypothesis of mobile phone use via longitudinal time-use surveys without performing any algorithmic signal processing or sleep diagnostic screening.
P1189,Obstructive sleep apnea syndrome (OSA) in children with psoriasis,EXCLUDE,"EC-PED: Population consists exclusively of pediatric patients (children aged 3 to 17 years), violating the adult age inclusion criterion (18-70 years).",Exclusion,"EC-PED: Population consists exclusively of pediatric patients (children aged 3 to 17 years), violating the adult age inclusion criterion (18-70 years)."
P1195,1141 Detecting Sleep Apnea During Holter Monitoring with a Multi-Diagnostic Device,EXCLUDE,"EC-EXT: Uses a multi-diagnostic chest-worn patch (SANSA) recording ECG, oximetry, and respiratory effort, requiring specialized external medical hardware rather than built-in smartphone sensors.",Exclusion,"EC-EXT: Uses a multi-diagnostic chest-worn patch (SANSA) recording ECG, oximetry, and respiratory effort, requiring specialized external medical hardware rather than built-in smartphone sensors."
P1199,Positive Airway Pressure Treatment for Sleep Apnea,EXCLUDE,"EC-NO-ABS: The abstract is incomplete, extremely brief, and contains no methodology, experimental setup, or smartphone sensor evaluation.",Exclusion,"EC-NO-ABS: The abstract is incomplete, extremely brief, and contains no methodology, experimental setup, or smartphone sensor evaluation."
P1200,Differences in access to PAP treatment for obstructive sleep apnea (OSA) in Europe,EXCLUDE,"EC-REV: Investigates healthcare policy, reimbursement guidelines, and delivery heterogeneity of Positive Airway Pressure (PAP) across Europe via surveys without original software or sensor algorithms.",Exclusion,"EC-REV: Investigates healthcare policy, reimbursement guidelines, and delivery heterogeneity of Positive Airway Pressure (PAP) across Europe via surveys without original software or sensor algorithms."
P1205,Adjusting the apnea-hypopnea index in children with a low percentage of REM sleep and its potential impact on OSA diagnosis and severity,EXCLUDE,"EC-PED: Evaluates pediatric polysomnography data (children and adolescents up to age 18), violating the adult population criteria.",Exclusion,"EC-PED: Evaluates pediatric polysomnography data (children and adolescents up to age 18), violating the adult population criteria."
P1225,Actigraphy and Behavioral Assessments of Sleep and Circadian Disorders,EXCLUDE,EC-N: Discusses general actigraphy and behavioral assessments of sleep without presenting an original algorithmic implementation or quantitative smartphone sensor evaluation for AHI estimation.,Exclusion,EC-N: Discusses general actigraphy and behavioral assessments of sleep without presenting an original algorithmic implementation or quantitative smartphone sensor evaluation for AHI estimation.
P1228,Craniofacial and airway morphometry assessment in moderate-to-severe obstructive sleep apnea (MS-OSA),EXCLUDE,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone,Exclusion,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone
P1229,Risks of General Anesthesia in OSA Patients,EXCLUDE,"EC-CLINIC: Thử nghiệm lâm sàng về thuốc, can thiệp phẫu thuật, khí cụ nha khoa, độ tuân thủ CPAP, hoặc nghiên cứu bệnh lý nền kèm theo",Exclusion,"EC-CLINIC: Thử nghiệm lâm sàng về thuốc, can thiệp phẫu thuật, khí cụ nha khoa, độ tuân thủ CPAP, hoặc nghiên cứu bệnh lý nền kèm theo"
P1239,Healthy Fitness Is Associated With Sleep Behavior And Mobile Phone Addition In College Students In China,EXCLUDE,"EC-N: Không có thực nghiệm hoặc phi thực chứng (bài nêu định hướng, bài hướng dẫn) hoặc không liên quan đến chẩn đoán OSA bằng smartphone",Exclusion,"EC-N: Không có thực nghiệm hoặc phi thực chứng (bài nêu định hướng, bài hướng dẫn) hoặc không liên quan đến chẩn đoán OSA bằng smartphone"
P1240,Assessing outcome of oral appliance therapy for obstructive sleep apnea using apnea-hypopnea index and sleep apnea-specific hypoxic burden,EXCLUDE,"EC-CLINIC: Thử nghiệm lâm sàng về thuốc, can thiệp phẫu thuật, khí cụ nha khoa, độ tuân thủ CPAP, hoặc nghiên cứu bệnh lý nền kèm theo",Exclusion,"EC-CLINIC: Thử nghiệm lâm sàng về thuốc, can thiệp phẫu thuật, khí cụ nha khoa, độ tuân thủ CPAP, hoặc nghiên cứu bệnh lý nền kèm theo"
P1242,The role of FOMO and mindfulness in the relationship between mobile phone dependence and sleep quality among Chinese youth: a mediating and moderating analysis,EXCLUDE,EC-N: Không có thực nghiệm sàng lọc OSA bằng smartphone (nghiên cứu tâm lý xã hội về FOMO và điện thoại),Exclusion,EC-N: Không có thực nghiệm sàng lọc OSA bằng smartphone (nghiên cứu tâm lý xã hội về FOMO và điện thoại)
P1243,Self-efficacy-based web and mobile intervention to improve infant sleep: Randomized trial with Brazilian mothers,EXCLUDE,"EC-PED: Đối tượng nghiên cứu là trẻ em, trẻ sơ sinh hoặc thanh thiếu niên",Exclusion,"EC-PED: Đối tượng nghiên cứu là trẻ em, trẻ sơ sinh hoặc thanh thiếu niên"
P1252,MYCHART SLEEP CARE PLAN: IMPROVING CONTINUOUS POSITIVE AIRWAY PRESSURE (CPAP) ADHERENCE IN PATIENTS WITH OBSTRUCTIVE SLEEP APNEA (OSA),EXCLUDE,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone,Exclusion,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone
P1262,Can arterial tonometry-based detection of obstructive sleep apnea be a promising alternative for home sleep apnea tests?,EXCLUDE,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone,Exclusion,EC-NO-ABS: Thiếu dữ liệu tóm tắt (Abstract) và tiêu đề không nêu rõ việc cảm biến ngưng thở bằng smartphone
P1269,The mediating role of sleep disturbances in mobile phone addiction and depression among medical students,EXCLUDE,"EC-SUR: Focuses on mobile phone addiction and depression mediation via questionnaires, lacking OSA screening or acoustic/accelerometer sensor algorithms.",Exclusion,"EC-SUR: Focuses on mobile phone addiction and depression mediation via questionnaires, lacking OSA screening or acoustic/accelerometer sensor algorithms."
P1276,"Sleep quality of secondary school students in relation to anxiety, caffeine consumption and mobile phone use – a cross-sectional study",EXCLUDE,"EC-NO-ABS: The abstract text is completely empty, preventing evaluation against inclusion criteria.",Exclusion,"EC-NO-ABS: The abstract text is completely empty, preventing evaluation against inclusion criteria."
P1289,Investigating the efficacy of digital cognitive behavioural therapy in comparison to a sleep‐monitoring application via integrated diary and actigraphy: A randomised–controlled trial,EXCLUDE,"EC-SUR: Evaluates digital cognitive behavioural therapy for insomnia via sleep diaries and actigraphy, rather than smartphone sensor-based OSA detection.",Exclusion,"EC-SUR: Evaluates digital cognitive behavioural therapy for insomnia via sleep diaries and actigraphy, rather than smartphone sensor-based OSA detection."
P1303,A mobile-based daily check-in approach to monitor patient reported outcomes in obstructive sleep apnea: results from a 6-month home-based observation study,EXCLUDE,EC-SUR: Investigates app-based daily questionnaires (patient-reported outcomes) for OSA rather than smartphone sensor-based signal processing algorithms.,Exclusion,EC-SUR: Investigates app-based daily questionnaires (patient-reported outcomes) for OSA rather than smartphone sensor-based signal processing algorithms.
P1315,Solriamfetol for the treatment of excessive daytime sleepiness in participants with obstructive sleep apnea with different levels of adherence to primary OSA therapy: Subgroup analysis of a randomized clinical trial,EXCLUDE,EC-CLINIC: Clinical trial evaluating pharmaceutical treatment (solriamfetol) for excessive daytime sleepiness in OSA patients.,Exclusion,EC-CLINIC: Clinical trial evaluating pharmaceutical treatment (solriamfetol) for excessive daytime sleepiness in OSA patients.
P1324,Association Between Smartphone Addiction and Restless Hand Disorder: A Cross-Sectional Study on the Ergonomic and Behavioral Impact of Prolonged Mobile Phone Use,EXCLUDE,"EC-SUR: Focuses on smartphone addiction and Restless Hand Disorder (ergonomic musculoskeletal symptoms), not OSA screening.",Exclusion,"EC-SUR: Focuses on smartphone addiction and Restless Hand Disorder (ergonomic musculoskeletal symptoms), not OSA screening."
P1333,A Low-Power Prototype for Sleep Apnea Recognition Using Accelerometer and Bispectral Signal Processing,EXCLUDE,EC-GATE: Uses external accelerometer hardware transmitting via Wi-Fi to a computer rather than self-contained smartphone processing.,Exclusion,EC-GATE: Uses external accelerometer hardware transmitting via Wi-Fi to a computer rather than self-contained smartphone processing.
P1337,Late-life disability may increase with more frequent insomnia symptoms and sleep medications use over time,EXCLUDE,EC-SUR: Epidemiological study investigating late-life disability in relation to insomnia symptoms and sleep medication use.,Exclusion,EC-SUR: Epidemiological study investigating late-life disability in relation to insomnia symptoms and sleep medication use.
P1369,Sleep Quality Assessment in Intensive Care Units: Comparing Actigraphy and the Richards Campbell Sleep Questionnaire—A Pilot Study in the Moroccan Context,EXCLUDE,EC5: Focuses on ICU patients with critical comorbidities,Exclusion,EC5: Focuses on ICU patients with critical comorbidities
P1378,Performance evaluation of a ring-worn pulse oximeter for the identification and monitoring of obstructive sleep apnea,EXCLUDE,EC2: Uses dedicated external peripheral sensors,Exclusion,EC2: Uses dedicated external peripheral sensors
P1386,"OSA, Morphology, and Pathophysiology: Why is the Morphology so Important in the Pathophysiology of Obstructive Sleep Apnea?",EXCLUDE,EC4: Non-empirical review or theoretical paper,Exclusion,EC4: Non-empirical review or theoretical paper
P1404,Evaluation of Sleep Apnea in Stroke Patients Using a Portable Smartphone-Based System,EXCLUDE,EC5: Evaluates stroke patients,Exclusion,EC5: Evaluates stroke patients
P1408,A Hybrid Deep Learning Model for Sleep Apnea Detection Using Smartphone-Recorded Audio Signals,EXCLUDE,Pending Title and Abstract screening review,Exclusion,Pending Title and Abstract screening review
P1412,"A comprehensive review of home sleep monitoring technologies: smartphone apps, smartwatches, and smart mattresses",EXCLUDE,EC4: Review article,Exclusion,EC4: Review article
P1414,Evaluation of sound-based sleep stage prediction in shared sleeping settings,EXCLUDE,EC3: Focuses solely on sleep stage classification,Exclusion,EC3: Focuses solely on sleep stage classification
P1416,Detection of sleep apnea using smartphone-embedded inertial measurement unit,EXCLUDE,Pending Title and Abstract screening review,Exclusion,"Điện thoại được gắn trực tiếp lên bụng bệnh nhân bằng đai thắt để đo dao động hô hấp học cơ thay vì đặt cạnh đầu giường (vi phạm IC-P, IC-MOD). Phương pháp này đòi hỏi đai đeo y tế cố định điện thoại trên cơ thể (bị loại bởi EC-EXT)."
P1420,"Comparison of sleep features across smartphone sensors, actigraphy, and diaries among young adults: longitudinal observational study",EXCLUDE,"EC14: Only focuses on sleep timing/duration features (bedtime, risetime) rather than detecting sleep apnea or calculating AHI.",Exclusion,"EC14: Only focuses on sleep timing/duration features (bedtime, risetime) rather than detecting sleep apnea or calculating AHI."
